Chemical.Name,DTXSID,CAS,Set,Fup,Mol_Structure,Opera_LogP,padel_CrippenLogP,padel_nBase,Opera_LogWS,padel_XLogP,Opera_LogBCF,padel_AATS1v,padel_AATS0i,padel_ETA_EtaP_F,padel_ZMIC2,padel_maxHBa,padel_minsssN,padel_AATS1i,padel_ETA_dEpsilon_B,padel_GATS1i,padel_ZMIC1,padel_SsssN,padel_nAromBond,padel_AATSC0p,padel_minHBd,padel_LipoaffinityIndex,padel_AATS3v,padel_AATS2i,padel_C2SP2,padel_AATS4v,padel_Kier2,padel_AATS6m,Opera_LogKM,padel_AATS6v,padel_minssCH2,Fup.RF.pred,AD_out
clofibric acid,,,Drug,0.0200,Clc1ccc(OC(C(O)=O)(C)C)cc1,0.090740707,0.178814773,-0.490563539,0.594304017,-0.246180936,-0.797673172,0.058330505,-0.335608546,-0.214441483,-0.579884427,0.054710487,-0.712382893,-0.479149948,0.261601013,-0.280509837,-0.847176905,-0.593899024,-0.35298473,-0.05221536,1.50526524,-0.464324601,-0.162314994,-0.391865199,-0.072993049,-0.566134807,-0.828177874,-0.288153636,-1.469416562,-0.402154477,-0.549463598,0.036573596,0
clomazone,DTXSID1032355,81777-89-1,ToxCast,0.1730,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,-0.141092485,-0.19414338,-0.490563539,0.596550509,-0.249688102,0.350512542,-0.079043154,-0.221931876,-0.495232162,-0.597911968,0.3965207,0.974860399,-0.27896318,-0.162973515,0.009253087,-0.782501326,0.382951377,-0.35298473,-0.109064507,-1.209042569,-0.113651468,-0.187410156,-0.062082933,-0.299792879,-1.188251193,-0.82188838,0.246189166,0.088922631,0.498220824,0.48571394,0.185203024,0
clometacin,,,Drug,0.0100,Clc1ccc(cc1)C(=O)c1c2c(n(CC(O)=O)c1C)cc(OC)cc2,0.406280308,0.667022903,-0.490563539,-1.168857865,0.205074386,-0.937864623,0.725091164,-0.666251014,1.124318899,-0.28661927,0.717723123,-0.712382893,-0.723460455,0.816714043,-0.374811358,0.028656156,-0.593899024,1.337455903,-0.173238503,1.2868939,0.316486959,1.192998857,-0.543117554,1.287805932,1.126301664,0.132841101,0.117224038,1.045346872,0.718998142,-0.988726351,0.020234024,0
clomipramine hydrochloride,DTXSID3042633,17321-77-6,ToxCast,0.0410,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12,1.340490389,0.826339047,0.757361254,-0.646829907,0.791550431,1.378269136,-0.236898796,-0.322338532,-0.140115737,-0.13441544,-2.32126386,1.84296481,-0.456333788,-0.214617971,0.413830681,0.050310832,2.553256589,0.66127965,-0.135912858,-1.209042569,1.553883725,-0.070854558,0.041248437,0.834206272,-0.15825798,-0.033212395,-0.261852316,1.369820825,-0.105657959,1.792061595,0.047627368,0
clonidine,DTXSID6022846,4205-90-7,Drug,0.5600,ClC1=CC=CC(Cl)=C1NC1=NCCN1,-0.342105014,-0.037821238,3.25321084,0.459608505,-0.273458892,0.163777927,0.564761304,0.029774918,-0.368270905,-0.326906055,-2.079414677,-0.712382893,0.809637311,0.444303011,0.414185559,-0.686453442,-0.593899024,-0.35298473,0.045049447,0.304862056,-0.443690682,-0.146798554,0.364067758,-0.072993049,0.978850178,-0.828177874,0.718876781,-0.717319729,1.329039213,1.367547028,0.428848554,0
cloprop,DTXSID9034232,101-10-0,ToxCast,0.0220,CC(OC1=CC(Cl)=CC=C1)C(O)=O,-0.039353655,-0.007166098,-0.490563539,0.669777046,-0.289046295,-0.772824575,0.301862628,-0.407916461,-0.225408913,-0.855558126,-0.032543344,-0.712382893,-0.470208616,0.605724378,-0.39455969,-0.942818009,-0.593899024,-0.35298473,-0.030064704,1.742193637,-0.673798563,-0.287705271,-0.457702558,-0.072993049,0.163290723,-0.737970425,0.11260004,-1.233661385,0.066370155,-0.549463598,0.039180781,0
clopyralid,DTXSID9029221,1702-17-6,ToxCast,0.4383,OC(=O)C1=C(Cl)C=CC(Cl)=N1,-0.765086412,-0.422698186,-0.490563539,0.501570024,-0.582868845,-0.805777774,2.165587088,-0.512156832,-0.027791311,-0.663575095,-0.008811671,-0.712382893,-0.112605315,2.821245617,-0.410586728,-0.74729117,-0.593899024,-0.35298473,0.11753566,1.772246935,-1.033919821,1.882186013,-0.56167798,-0.526592709,2.146590257,-1.111205106,-0.769561203,-0.832481755,-1.415178363,-0.549463598,0.39792523,0
clopyralid-olamine,DTXSID6034265,57754-85-5,ToxCast,0.4642,OC(=O)C1=C(Cl)C=CC(Cl)=N1,-0.765086412,-0.422698186,-0.490563539,0.501570024,-0.582868845,-0.805777774,2.165587088,-0.512156832,-0.027791311,-0.663575095,-0.008811671,-0.712382893,-0.112605315,2.821245617,-0.410586728,-0.74729117,-0.593899024,-0.35298473,0.11753566,1.772246935,-1.033919821,1.882186013,-0.56167798,-0.526592709,2.146590257,-1.111205106,-0.769561203,-0.832481755,-1.415178363,-0.549463598,0.39792523,0
cloquintocet-mexyl,DTXSID3041794,99607-70-2,ToxCast,0.0028,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,1.216933114,1.226238444,-0.490563539,-1.255739064,0.788043266,1.35568292,-0.273898563,-0.234506666,-0.227651324,-0.480260918,0.380883593,-0.712382893,-0.555380245,-0.143769043,0.256190648,-0.24541303,-0.593899024,0.492235587,-0.167341809,-1.209042569,0.650137509,-0.686067607,-0.128764963,0.153806781,-0.086904976,0.59108147,-0.223360972,0.074775827,-0.260245232,-0.714536763,0.00639844,0
clorazepic acid,,,Drug,0.0900,Clc1cc2c(NC(=O)C(N=C2c2ccccc2)C(O)=O)cc1,-0.472861643,-0.108380502,-0.490563539,0.428214918,0.479022997,-0.905581919,1.294092494,-0.71300982,1.066586998,-0.068283374,0.435421968,-0.712382893,-0.554924831,1.175889561,-0.841281471,0.071336909,-0.593899024,0.66127965,-0.234425851,0.745098505,-0.210876813,1.032547271,-0.994092248,1.061006102,1.321959239,-0.150370636,0.458136664,-0.319100381,1.268011732,-0.549463598,0.074768661,0
clorophene,DTXSID5020154,120-32-1,ToxCast,0.0000,OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,0.506429636,0.444565753,-0.490563539,0.007583143,0.942748242,3.086337468,0.932053681,-1.025479602,-0.017557761,-0.337735254,-0.252207295,-0.712382893,-1.324444413,0.885486812,-1.446114287,-0.233483569,-0.593899024,0.66127965,-0.013704139,0.86267703,0.167195541,0.213065859,-1.468541736,0.834206272,-0.139873418,-0.648644433,0.186324339,-1.233899051,0.872998754,1.190233499,0.003072888,0
clothianidin,DTXSID2034465,210880-92-5,ToxCast,0.5060,CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O,-0.995885696,-1.284713088,3.25321084,0.135998525,-0.588714122,-0.347304558,-0.018975266,0.890252081,0.080252147,-0.678983156,-0.129846974,-0.712382893,2.71958934,0.289369641,0.306969325,-0.97525534,-0.593899024,-0.522028793,0.511839119,0.676061776,-1.170067157,-0.090678966,1.595086879,-1.206992199,0.001026797,-0.337068859,0.42380355,-0.593765045,0.201610036,0.798000384,0.529552532,0
cloxacillin,DTXSID5022853,61-72-3,Drug,0.0500,Clc1ccccc1-c1noc(C)c1C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O,-0.06076931,-0.221647191,-0.490563539,-0.439292354,-0.035750993,-0.463245404,0.699290455,-0.325133973,0.614720714,-0.189075763,0.722825326,0.958462367,-0.16151683,0.240060863,-0.384365481,-0.163620852,0.373457533,0.66127965,0.18056592,0.280956508,-0.459894886,0.780521655,-0.399381909,0.153806781,0.524506734,0.08505666,0.346843223,-0.912710963,0.67467439,-0.549463598,0.0600465,0
clozapine,DTXSID5022855,5786-21-0,Drug,0.0500,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=C1C=CC=C2,0.324917835,0.609703036,3.25321084,-1.040848667,0.477464257,1.033904575,0.130052005,-0.210945703,0.28594243,-0.153113142,-2.02836664,1.960728999,0.082682682,0.11367468,0.560779188,0.080528354,2.534168458,0.66127965,-0.219834587,0.042731364,0.879105224,0.165562757,0.242862595,1.061006102,0.03181631,-0.197413751,0.050044905,0.692734119,0.925889,1.654274235,0.093378414,0
conivaptan,DTXSID80175220,210101-16-9,Drug,0.0100,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,1.701208535,2.124252873,-0.490563539,-1.2744667,2.66164913,0.29903425,0.792793054,-0.754994981,1.723450456,1.834596313,0.877483206,1.321925517,-0.695618729,0.799066691,-0.585413728,2.280362219,0.583889025,3.873116853,-0.336564078,0.211989888,2.010806407,0.68089307,-0.876897556,3.329004403,0.881414391,1.322529909,-0.094506401,-0.143433623,0.666043206,0.609088582,0.011149459,0
corticosterone,DTXSID6022474,50-22-6,Drug,0.1369,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,-0.290178401,-0.054745926,-0.490563539,0.007892367,-0.543120967,-0.560690998,-0.440422684,-0.134223877,-1.443446019,-0.629229184,0.492797188,-0.712382893,-0.741984753,-1.246988065,-0.433400904,-0.130757396,-0.593899024,-1.36724911,-0.338731033,-0.845299175,-0.184252494,-0.389078611,-0.720541948,-0.753392539,-0.52270585,-0.411595954,-0.594305198,0.285819009,-0.966612999,-1.374163806,0.181725976,0
cotinine,DTXSID1047576,486-56-6,ToxCast,0.0000,CN1C(CCC1=O)C1=CN=CC=C1,-1.303659366,-0.798044866,-0.490563539,1.628583166,-0.916439274,-0.911714943,-0.359713373,-0.012161573,-0.585988668,-1.26530904,0.195853958,1.314266166,-0.008885244,-0.103802981,0.814404165,-1.243766865,0.579454549,-0.35298473,-0.39920493,-1.209042569,-0.448213565,-0.587279801,0.326779525,-0.980192369,-0.601556882,-1.000572732,-0.531616352,-1.346615474,-0.881257221,0.870071307,0.142419661,0
coumaphos,DTXSID2020347,56-72-4,ToxCast,0.0000,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,0.743837021,0.730697871,-0.490563539,-1.245119483,0.572157731,1.702168251,0.415939311,-0.5655356,0.069284717,-0.148525148,0.36924201,-0.712382893,-0.822953466,0.126391155,0.08771891,-0.3813841,-0.593899024,-0.35298473,1.591273003,-1.209042569,-0.099153273,0.854766327,-0.026684462,-0.072993049,1.352600438,-0.033212395,0.337682185,0.376842143,0.644498233,0.755917436,0.001697212,0
cp-634384,DTXSID7047306,290352-28-2,ToxCast,0.0126,CC1=CC(NC(=O)C(O)=O)=CC(C)=C1OC1=CC=C(O)C2=C1CCC2,0.265905457,0.528426392,-0.490563539,-0.711860136,-0.024060441,-0.534404527,0.240142471,-0.404737868,0.605995695,-0.257261288,0.207921629,-0.712382893,-0.396402096,0.33556418,-0.662435345,-0.076870381,-0.593899024,0.66127965,-0.34230821,0.710376177,0.2007105,0.204707099,-0.646959416,0.380606611,0.320711455,0.132841101,-0.141118888,-0.742173444,0.330300833,1.25770447,0.024160238,0
cp-671305,DTXSID6047282,445295-04-5,ToxCast,0.0414,CC(OC1=CC(F)=C(CNC(=O)C2=C(OC3=CC=C4OCOC4=C3)N=CC=C2)C=C1)C(O)=O,0.448520514,1.136547131,-0.490563539,-0.691932897,0.17701706,-0.481095573,0.50943391,-0.15658308,1.348152329,-0.041640128,1.101089309,-0.712382893,-0.112064929,1.164989725,-0.538124447,0.520941735,-0.593899024,1.67554403,-0.363946835,0.744591166,0.265456882,0.349604413,-0.158217577,1.514605762,0.574080007,1.168946133,0.260571483,-0.496934939,0.942930592,-0.792145681,0.055646399,0
cromolyn,DTXSID4022860,16110-51-3,Drug,0.3200,O1c2c(C(=O)C=C1C(O)=O)c(OCC(O)COc1c3c(OC(=CC3=O)C(O)=O)ccc1)ccc2,-0.317717948,-0.12455669,-0.490563539,0.687228658,-0.544679708,-0.417059681,0.960327677,-0.662637866,1.585725625,1.055551343,0.506421758,-0.712382893,-0.59916372,1.30902326,-0.781935945,0.798452403,-0.593899024,0.66127965,-0.382349162,0.490243702,-0.751532416,0.763752631,-0.83946845,2.195005252,1.081202891,1.097954486,0.112724036,-0.31859429,0.612409999,-1.200156991,0.20007854,0
cyanazine,DTXSID1023990,21725-46-2,ToxCast,0.3160,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,-0.199541429,-0.094988544,-0.490563539,0.186484065,-0.902800296,-0.256131474,-0.746283437,0.928806108,-0.028647505,-0.496406066,-2.18486539,-0.712382893,1.821577741,-0.008299665,2.170467522,-0.619247746,-0.593899024,-0.35298473,-0.389380672,0.481048948,-0.651765907,-0.567266062,1.602525629,-1.433792029,-0.516470006,-0.462763469,0.548077317,-1.099030921,0.973357374,1.075749578,0.276193773,0
cyazofamid,DTXSID9034492,120116-88-3,ToxCast,0.0510,CN(C)S(=O)(=O)N1C(=NC(Cl)=C1C1=CC=C(C)C=C1)C#N,-1.160459979,-0.532675288,-0.490563539,-0.632007775,-0.223189517,-0.745517436,0.576781054,-0.1006929,1.194649075,-0.13679335,0.59704783,0.668789298,-0.085094025,0.702525294,1.307092362,-0.483996708,0.205747722,0.66127965,0.329099008,-1.209042569,-0.084514277,1.386481249,0.728341715,-0.299792879,0.523892523,-0.317173329,0.382017126,-0.696298563,1.047651942,-0.549463598,0.092397434,0
cyclanilide,DTXSID5032600,113136-77-9,ToxCast,0.9840,OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl,0.09317786,0.328514833,-0.490563539,0.460599263,-0.253195268,-0.882500288,1.168174162,-0.448037982,0.103940166,-0.14766325,0.383432933,-0.712382893,-0.314368826,0.571208234,-0.683869008,-0.437759007,-0.593899024,-0.35298473,0.065118419,0.515564514,-0.695122326,0.62678278,-0.725514017,-0.072993049,0.343859594,-0.760494636,0.92949558,-0.950600215,1.872700227,0.416664059,0.470204105,0
cyclizine,DTXSID4022864,82-92-8,Drug,0.4000,N1(CCN(CC1)C)C(c1ccccc1)c1ccccc1,0.671027148,-0.131588779,2.005286047,0.528550006,0.959115016,1.140544449,-0.412203741,-0.312051938,-0.156954208,0.853549593,-2.309750634,1.993008299,-0.418384016,-0.255103073,0.401360159,0.582838872,2.666032559,0.66127965,-0.291788384,-1.209042569,1.326609565,-0.515684283,0.107859473,0.834206272,-0.483473556,-0.136370923,-0.368746779,0.867230165,0.177178918,1.870654973,0.326880022,0
cycloate,DTXSID6032356,1134-23-2,ToxCast,0.0000,CCSC(=O)N(CC)C1CCCCC1,0.632942563,0.002659756,-0.490563539,-0.109088267,-0.047051861,0.4399506,-1.275786904,0.154136896,-2.410577674,-0.613585637,0.378330169,1.754899128,-0.231524572,-1.463427647,0.840159618,-0.752761085,0.83456446,-1.36724911,0.265330403,-1.209042569,-0.024602153,-1.585452985,0.293055496,-1.433792029,-0.703287295,-0.35711871,-0.592234432,-0.70765144,-0.774548877,1.475880572,0.022779283,0
cycloheximide,DTXSID6024882,66-81-9,ToxCast,0.6290,CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1,-1.208625494,-0.794373877,-0.490563539,0.927929656,-0.911763053,-0.963567334,-0.765018652,0.166327574,-1.14842622,-0.560209946,0.459999237,-0.712382893,-0.141318833,-1.463427647,0.28484514,-0.427138361,-0.593899024,-1.36724911,-0.440083538,-0.083676089,-0.863477623,-1.131441211,-0.280055321,-1.206992199,-1.119657936,-0.262123411,-0.43972449,0.307194918,-0.688141248,0.004736903,0.606145283,0
cyclopamine,DTXSID6043709,4449-51-8,ToxCast,0.0741,CC1C2NCC(C)CC2OC11CCC2C3CC=C4CC(O)CCC4(C)C3CC2=C1C,2.351087966,0.911868317,0.757361254,-1.001753862,0.213647458,0.468860659,-0.639306948,-0.082600477,-2.179079274,-0.441140409,-0.092234919,-0.712382893,-0.608599442,-1.19171033,-0.139709804,0.275164704,-0.593899024,-1.36724911,-0.327525966,-0.997896564,1.578929734,-0.578463767,-0.502935541,-1.206992199,-0.616361506,-0.220758066,-0.557499684,1.29193205,-0.639611213,1.413295602,0.082033051,0
cyclophosphamide,DTXSID5020364,50-18-0,Drug,0.8700,ClCCN(CCCl)P1(=O)NCCCO1,-0.978640929,-1.143923518,-0.490563539,1.391298992,-0.881757302,-1.029300728,-0.825281625,0.603680127,-1.5672679,-0.243197878,0.543661496,1.726994128,0.746022306,-1.463427647,3.072425457,-0.583625333,0.818408514,-1.36724911,1.607570114,-0.108306416,-0.472376925,-1.094061493,1.411473898,-1.433792029,-0.30767443,-0.540491758,0.016109421,-1.275683291,-0.673619339,0.951612054,0.788029261,0
cyclophosphamide monohydrate,DTXSID6024888,6055-19-2,ToxCast,0.7718,ClCCN(CCCl)P1(=O)NCCCO1,-0.978640929,-1.143923518,-0.490563539,1.391298992,-0.881757302,-1.029300728,-0.825281625,0.603680127,-1.5672679,-0.243197878,0.543661496,1.726994128,0.746022306,-1.463427647,3.072425457,-0.583625333,0.818408514,-1.36724911,1.607570114,-0.108306416,-0.472376925,-1.094061493,1.411473898,-1.433792029,-0.30767443,-0.540491758,0.016109421,-1.275683291,-0.673619339,0.951612054,0.788029261,0
cyfluthrin,DTXSID5035957,68359-37-5,ToxCast,0.0000,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,1.86825788,1.681770006,-0.490563539,-2.536688588,1.469212785,1.556223559,0.957626159,-0.447532654,0.693327426,0.353592192,1.040572989,-0.712382893,-0.983382492,0.663856832,-1.045499916,0.44610766,-0.593899024,0.66127965,-0.019551991,-1.209042569,0.742233187,0.300563527,-0.776920366,1.287805932,0.25148956,0.586958284,0.634021239,1.107636504,1.449855084,-0.549463598,0.001681992,0
cymoxanil,DTXSID6032358,57966-95-7,ToxCast,0.4374,CCNC(=O)NC(=O)C(=NOC)C#N,-1.213831426,-1.676889106,-0.490563539,0.69195526,-1.138949454,-1.039656546,-1.087056049,1.008236638,0.245701338,-1.078222771,0.132469623,-0.712382893,2.211565394,-1.463427647,1.798068491,-1.195760697,-0.593899024,-1.36724911,-0.729051634,1.051254625,-1.070366548,-0.698087033,1.778470272,-1.206992199,0.363891844,0.125728722,0.038832856,-1.078864222,-0.031879599,0.258876878,0.434862596,0
cyproconazole,DTXSID0032601,94361-06-5,ToxCast,0.1090,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,0.214504041,-0.198953806,-0.490563539,-0.141822106,0.05504563,0.419417892,-0.088565513,-0.032289983,-0.303689457,-0.631184158,0.220628425,-0.712382893,0.040731005,0.052168468,-0.030788573,-0.645176072,-0.593899024,0.492235587,-0.203272885,-0.628451893,0.284598142,-0.222038424,-0.001362811,-0.299792879,-0.100953335,-0.47918466,-0.180537873,1.469091946,-0.052679346,0.447494316,0.119547335,0
cyprodinil,DTXSID1032359,121552-61-2,ToxCast,0.0020,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,0.680223533,0.786253757,-0.490563539,-0.552332485,0.42018055,0.232431064,0.05223562,-0.229774719,-0.295209065,-0.499967532,-2.123539039,-0.712382893,-0.17334376,0.305978913,-0.045743628,-0.447459912,-0.593899024,0.66127965,-0.364419634,0.492500418,0.311324653,-0.43044519,-0.170614055,0.607406442,0.075671666,-0.659031422,-0.290712177,0.206744574,0.293362689,2.160220216,0.012295962,0
cyproterone acetate,DTXSID5020366,427-51-0,Drug,0.0584,CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C)C(C)=O,0.42448433,0.835392563,-0.490563539,-0.8096643,0.071802089,0.511792798,0.107782936,-0.388566,-0.918721749,-0.314522863,0.652729549,-0.712382893,-1.095685398,-1.020167688,-0.455534833,0.111735457,-0.593899024,-1.36724911,-0.15892609,-1.209042569,0.417529508,0.291581372,-0.762979826,-0.299792879,0.115689692,-0.348884735,-0.419937964,2.072709618,-0.528941555,0.824465889,0.053591655,0
cyromazine,DTXSID6023999,66215-27-8,ToxCast,0.9350,NC1=NC(NC2CC2)=NC(N)=N1,-1.385532301,-1.008683339,-0.490563539,0.625199027,-1.467843662,-1.219475529,-0.990811321,1.460953883,-0.491155051,-0.531414977,-1.508011129,-0.712382893,3.331274251,0.356585291,1.836559306,-0.82476781,-0.593899024,-0.35298473,-0.801185738,0.536457872,-1.191082564,-1.053263161,1.866218785,-1.433792029,-0.07039245,-1.164911691,-0.334056733,-0.821057353,-0.476442456,1.931292359,0.761262189,0
cytarabine hydrochloride,DTXSID5024891,69-74-9,ToxCast,0.9603,NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1O,-2.69398228,-2.759363568,2.005286047,1.627123536,-2.061723724,-1.188187816,-0.738430015,0.745904494,-0.179622949,-0.769049446,0.267463981,0.427425024,1.776270538,-0.823711136,1.223484317,-0.838565097,0.066006886,-1.36724911,-0.668123756,0.754323214,-1.986392926,-0.705889723,0.707633417,-1.206992199,-0.553853337,-0.659031422,-0.063203712,-0.572969893,-0.18797395,-1.518657877,0.938077135,0
daidzein,DTXSID9022310,486-66-8,ToxCast,0.0553,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,0.337124977,0.028061091,-0.490563539,-0.179276938,-0.242673771,0.612065087,1.242962754,-1.061510904,0.757868104,-0.09075813,0.501815915,-0.712382893,-1.080334402,1.644322949,-1.565909946,-0.03670343,-0.593899024,0.66127965,-0.316199238,1.269932059,-0.517111638,1.026927648,-1.569980152,1.061006102,0.651203467,-0.539909397,0.213615392,-0.957213426,1.131161389,-0.549463598,0.039767401,0
daminozide,DTXSID9020370,1596-84-5,ToxCast,0.9388,CN(C)NC(=O)CCC(O)=O,-2.023112491,-1.555984853,-0.490563539,1.83881676,-1.650995649,-0.750815858,-1.866599238,0.972118304,-0.844273691,-1.08890677,0.044987653,0.947498331,1.981567291,-1.463427647,1.94178686,-1.192564573,0.367109769,-1.36724911,-0.734167531,0.984935195,-1.168452913,-1.50507684,1.797555718,-1.433792029,-1.435366658,-0.580529046,-0.514121372,-0.599858215,-1.028619082,-0.817889873,0.925899581,0
dantrolene,DTXSID7022881,7261-97-4,Drug,0.1100,o1c(ccc1\C=N\N1CC(=O)NC1=O)-c1ccc([N+](=O)[O-])cc1,-0.443614388,-0.652978833,-0.490563539,-0.451969347,-0.147980296,-0.348416563,0.701470447,-0.043488145,1.080408407,-0.369779303,0.210558986,0.392287563,0.854007603,1.212741384,-0.408868757,-0.283038348,0.045663618,0.66127965,-0.553020268,1.498298417,-0.616143617,0.351026928,-0.053124202,0.607406442,0.659356773,0.020903821,0.438560787,-0.118204672,1.208561416,-0.835784639,0.102999372,0
dapsone,DTXSID4020371,80-08-0,Drug,0.2954,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,-0.849091753,-0.354665706,-0.490563539,0.026990212,-0.72666264,-0.961039947,0.827316779,-0.456152475,0.831093029,0.560018676,0.502372531,-0.712382893,-0.218572673,0.998637481,-1.307704753,0.116580854,-0.593899024,0.66127965,0.358759629,0.896410973,-0.439552715,0.604645608,-1.132589446,1.287805932,-0.071859751,-0.659031422,0.17925589,-0.486218493,0.888811357,-0.549463598,0.194250382,0
darbufelone mesylate,DTXSID0047246,139340-56-0,ToxCast,0.0068,CC(C)(C)C1=CC(C=C2SC(=N)NC2=O)=CC(=C1O)C(C)(C)C,0.441232196,0.76567715,2.005286047,0.679495299,0.83207768,0.883175776,-0.271816739,-0.20690917,-0.245223676,0.485924463,0.380982226,-0.712382893,-0.322714225,-0.515661035,-0.60536467,-0.248644773,-0.593899024,-0.35298473,0.140606449,-0.101556556,0.230361267,0.202451311,-0.422099954,-0.299792879,-0.685720604,-0.293875773,-0.194745628,-0.362697421,0.340903043,-0.549463598,0.03955292,0
dazomet,DTXSID7024902,533-74-4,ToxCast,0.8910,CN1CSC(=S)N(C)C1,-1.046634658,-1.022590189,0.757361254,1.074577986,-0.903579666,-0.566985124,-0.903803556,0.038745718,-1.831097795,-1.05237582,-2.348477753,2.041230453,0.710071134,-1.463427647,1.072502781,-1.265914384,2.606809719,-1.36724911,1.866851614,-1.209042569,-0.746148738,0.09510531,1.894902152,-1.433792029,-1.750078634,-1.341237527,-0.941266634,0.015013371,-2.225888201,1.99151287,0.736580579,0
"d-cis,trans-allethrin",DTXSID8035180,584-79-2,ToxCast,0.2900,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,1.174052257,0.511482633,-0.490563539,-0.933793486,0.240146043,0.216921095,-0.59939271,-0.231262116,-0.904166461,-0.555877516,0.547832881,-0.712382893,-0.824494437,-0.796721068,-0.074373498,-0.547053324,-0.593899024,-1.36724911,-0.309002534,-1.209042569,0.237685431,-0.438230059,-0.260746858,-0.753392539,-0.738939678,-0.257630915,-0.317695565,-0.107575158,0.052936124,0.048060909,0.056769756,0
debrisoquine,,,Drug,0.1500,NC(=N)N1CCc2c(C1)cccc2,-1.020730191,-1.118231364,3.25321084,0.721936054,0.057383741,-0.382563181,-0.495437195,0.20133744,-0.573186537,-1.072710902,-0.940867768,1.413891353,0.819262377,-0.265743388,-0.082323154,-1.060174805,0.637133785,-0.35298473,-0.436306923,0.973475993,-0.398457279,-0.435453709,0.122953122,-0.526592709,-0.789071219,-1.000572732,-0.523893099,-0.287897669,-0.906758475,1.128126251,0.303815467,0
deethylatrazine,DTXSID5037494,6190-65-4,ToxCast,0.4862,CC(C)NC1=NC(Cl)=NC(N)=N1,-0.564932118,-0.573880944,-0.490563539,0.258899011,-0.925791716,-0.299371962,-0.972199091,1.22923878,-0.453849479,-0.785263858,-1.483200992,-0.712382893,2.706361188,0.428731818,2.530456982,-0.917110346,-0.593899024,-0.35298473,-0.373001861,0.452376103,-0.930394296,-0.781746112,1.94707578,-1.433792029,-0.738909662,-0.928580474,0.161718259,-0.905864828,0.274326603,-0.549463598,0.452139857,0
deflazacort,DTXSID9020378,14484-47-0,Drug,0.6000,O1C2CC3C4C(C5(C(=CC(=O)C=C5)CC4)C)C(O)CC3(C)C2(N=C1C)C(=O)COC(=O)C,-0.141001212,-0.18805526,-0.490563539,-0.722712504,-0.460897415,-0.453747131,-0.148003906,-0.186577836,-0.273396517,-0.585039528,0.857059779,-0.712382893,-0.6676104,-1.025617605,-0.095256552,-0.004924943,-0.593899024,-1.36724911,-0.35246738,-0.996296232,-0.253473595,0.138760009,-0.507249723,-0.299792879,-0.005158948,0.045783549,-0.372158907,1.048245099,-0.431322447,-1.276325883,0.395808387,0
delavirdine,DTXSID6022892,136817-59-9,Drug,0.0200,S(=O)(=O)(Nc1cc2cc([nH]c2cc1)C(=O)N1CCN(CC1)c1ncccc1NC(C)C)C,0.005713635,0.414711556,-0.490563539,-0.703723974,-0.399716858,-0.687193409,-0.226664149,0.127006011,0.871945688,0.260473176,0.722159695,1.35188296,0.437618995,-0.009597264,1.022071093,0.417086693,2.034162018,1.337455903,-0.077034503,-0.178246518,0.847369499,-0.386093861,0.423083912,0.834206272,-0.03638101,0.756419162,-0.206152987,-0.337730333,0.019615619,0.72704223,0.04215308,0
delorazepam (chlordesmethyldiazepam),DTXSID70183137,2894-67-9,Drug,0.0510,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,0.379723175,0.798687443,-0.490563539,-0.387869221,0.111549967,1.113331126,1.581755971,-0.87408545,0.655817999,0.159845039,0.349592033,-0.712382893,-0.800634405,1.239990972,-0.761381047,0.116142493,-0.593899024,0.66127965,-0.077145067,0.564484833,0.079828512,1.360998774,-0.945289333,1.061006102,1.491183075,-0.375903696,0.648709851,0.163103181,1.200653229,-0.13049137,0.041936669,0
